"is_active","new_spending","Coupon","Male","ActiveDays","Spending"
1,11.74,0,0,2,34.18
0,0,0,0,1,27.6
0,0,0,0,4,62.88
0,0,1,0,1,19.26
0,0,1,1,2,46.92
0,0,0,0,1,21.83
0,0,0,1,1,14.1
0,0,1,1,0,0
1,38.16,1,0,1,27.31
0,0,1,0,0,0
1,24.77,1,1,1,15.99
0,0,0,0,2,44.18
1,14.47,1,0,2,22.5
0,0,0,0,2,21.8
0,0,0,0,1,10.64
0,0,1,1,1,15.38
0,0,0,0,2,40.82
0,0,0,0,2,39.82
0,0,1,0,0,0
0,0,1,0,1,27.68
0,0,1,0,0,0
0,0,1,1,0,0
0,0,1,0,0,0
0,0,1,1,0,0
0,0,0,0,0,0
1,12.8,0,0,3,40.89
1,23.86,0,0,2,37.86
1,20.05,1,0,2,25.98
0,0,1,1,2,23.24
0,0,0,0,2,32.96
0,0,0,0,0,0
0,0,0,0,2,55.3
0,0,0,1,1,24.34
0,0,0,1,1,25.47
1,5.33,0,1,1,8.88
0,0,1,0,0,0
0,0,0,0,2,40.4
1,10.82,0,0,4,42.52
0,0,0,0,1,28.5
0,0,1,0,1,20.63
0,0,0,0,1,29.32
0,0,0,1,2,43.7
0,0,1,1,2,10.62
1,24.78,0,1,2,38.98
0,0,0,1,1,14.25
1,20.9,0,0,1,22.57
0,0,0,0,1,22.56
0,0,0,0,0,0
0,0,1,0,0,0
0,0,1,0,0,0
1,28.24,1,0,1,18.6
0,0,0,0,1,15.04
0,0,0,0,2,46.56
0,0,0,1,3,63.3
0,0,1,0,1,18.18
0,0,0,0,1,16.72
0,0,0,0,2,42.14
1,34.34,1,1,3,79.89
0,0,1,1,2,23.4
0,0,0,1,2,40.54
1,25.16,0,1,2,38.52
0,0,0,0,1,13.01
1,23.9,1,1,1,19.83
0,0,1,1,0,0
0,0,0,1,1,8.42
0,0,0,0,1,12.5
0,0,1,0,0,0
1,20.88,1,1,1,17.12
1,27.08,1,1,1,19.8
0,0,0,1,1,15.25
0,0,0,0,1,17.91
0,0,1,1,1,19.7
0,0,0,0,0,0
1,31.78,0,1,2,56.42
1,23.33,0,1,2,60.98
0,0,0,0,1,20.44
0,0,1,1,1,14.67
0,0,0,0,1,19.44
0,0,0,1,2,20.32
0,0,0,0,2,39.92
1,17.3,1,0,2,24.28
0,0,0,0,2,40.06
0,0,0,0,1,13.71
0,0,1,0,1,22.79
0,0,0,1,3,65.73
0,0,0,1,2,60.3
0,0,1,1,2,34.2
0,0,1,0,3,44.31
1,17.03,0,0,3,33.99
0,0,0,0,3,47.07
1,22.56,1,0,1,13.05
0,0,0,1,2,56.5
0,0,0,0,3,78.3
0,0,0,0,2,37.62
0,0,0,1,2,53.68
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,2,37.5
0,0,1,1,0,0
1,36.23,1,1,3,68.58
0,0,1,0,0,0
0,0,0,0,2,37.06
0,0,0,0,1,31.7
0,0,0,0,1,13.37
0,0,1,1,0,0
0,0,0,1,2,47.88
1,18.44,0,1,4,79.92
0,0,1,1,1,21.05
0,0,0,1,1,28.12
0,0,0,1,2,50.18
0,0,0,1,3,42.72
0,0,1,1,1,8.98
1,8.38,1,1,2,16.4
0,0,1,0,1,18.64
0,0,1,1,0,0
0,0,0,0,1,22
0,0,0,0,1,11.65
0,0,0,1,4,74.16
0,0,0,1,1,20.31
1,43.47,1,1,3,79.86
0,0,0,1,1,17.62
0,0,1,0,1,19.94
1,20.49,0,0,2,40.66
0,0,0,0,0,0
1,23.72,0,1,2,47.74
0,0,0,1,2,32.78
1,19.43,1,0,3,43.74
0,0,0,1,2,42.84
0,0,1,0,0,0
0,0,1,0,1,16.44
0,0,1,1,0,0
0,0,1,1,0,0
0,0,1,0,1,13.91
1,34.94,0,0,1,26.58
1,32.98,1,1,0,0
0,0,1,1,1,27.03
1,20.47,0,1,2,50.12
0,0,0,0,2,28.68
0,0,0,1,1,17.98
0,0,0,0,2,32.2
1,48.23,1,0,0,0
0,0,0,1,0,0
0,0,1,0,0,0
0,0,1,1,1,19.69
1,13.88,0,1,3,45.9
0,0,0,0,2,32.98
1,17.52,0,0,3,32.76
1,24.38,0,1,1,18.3
0,0,1,1,1,18.38
0,0,1,1,0,0
0,0,0,1,2,30.62
0,0,1,0,1,11.05
0,0,0,0,1,17.32
0,0,0,0,3,47.25
0,0,0,1,1,30.22
0,0,0,1,2,43.6
0,0,1,1,2,34.52
0,0,0,1,2,42.02
0,0,1,1,0,0
0,0,0,1,1,21.03
0,0,1,0,1,10.7
0,0,1,1,0,0
0,0,0,0,1,23.72
1,14.83,1,1,2,25.74
1,9.67,0,0,2,28.22
0,0,0,1,2,40.82
0,0,0,1,1,13.23
0,0,1,0,0,0
0,0,0,0,2,55.28
0,0,1,1,1,26.19
0,0,0,1,2,16.52
0,0,0,1,1,24.57
0,0,0,1,0,0
0,0,0,0,2,42.68
0,0,0,1,2,37.46
0,0,0,1,2,47.2
0,0,0,1,2,35.38
0,0,1,0,0,0
0,0,1,0,0,0
0,0,1,0,1,17.66
1,19.39,0,1,2,47.16
0,0,0,0,4,67.04
0,0,0,1,0,0
0,0,0,1,2,44.1
0,0,1,1,0,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,1,1,0,0
0,0,0,0,1,24.95
0,0,0,1,0,0
0,0,0,1,1,32.39
0,0,0,0,0,0
1,17.6,1,1,1,13
1,15.28,0,0,3,63.3
0,0,1,0,1,16.51
0,0,1,1,0,0
0,0,0,0,0,0
1,28.04,0,1,2,56.72
0,0,0,1,1,23.02
0,0,1,0,1,7.11
0,0,0,0,2,58.82
0,0,1,1,0,0
0,0,1,0,1,22.86
0,0,1,0,3,72.09
0,0,0,1,2,37.92
0,0,1,0,0,0
1,13.53,0,1,2,24.98
0,0,0,1,1,22.73
0,0,1,1,1,24.54
0,0,1,1,0,0
1,16.69,1,1,2,30.32
1,19.11,0,0,3,61.74
1,29.54,0,0,1,28.93
0,0,0,1,1,26.9
0,0,0,1,3,45.18
1,30.95,0,1,3,81.45
1,19.08,0,0,2,48.92
0,0,0,0,2,34.62
0,0,1,1,1,15.02
1,21.58,0,1,2,39.64
0,0,1,0,1,29.39
0,0,0,1,2,43.16
0,0,1,1,1,21.63
0,0,0,1,3,50.4
0,0,0,1,1,22.21
0,0,0,0,2,29.36
1,25.97,0,1,2,43.66
0,0,0,1,2,36.62
0,0,1,0,1,12.62
0,0,0,1,0,0
1,30.35,0,0,3,89.88
0,0,1,1,1,24.61
1,17.25,0,0,4,48.08
0,0,0,0,1,15.29
0,0,0,0,2,56.26
0,0,0,1,1,32.41
0,0,1,0,0,0
0,0,0,0,3,23.34
0,0,1,1,1,7.68
0,0,0,1,2,32.02
1,27.35,1,0,3,53.82
0,0,0,0,1,15.59
1,22.33,1,0,0,0
1,28.62,1,0,0,0
0,0,0,1,1,18.76
0,0,0,1,2,38.06
0,0,0,0,1,8.7
0,0,1,1,0,0
0,0,0,1,2,29.36
0,0,1,0,0,0
0,0,1,1,1,27.51
1,25.12,0,1,6,107.64
0,0,0,0,1,29.09
0,0,1,0,1,14.74
1,22.02,0,0,2,49.3
0,0,0,1,1,17.5
1,4.05,1,0,1,6.66
0,0,0,0,2,29.96
0,0,0,0,1,26.85
0,0,1,0,0,0
1,14.85,0,1,3,52.98
1,19.91,0,1,3,61.44
1,43.74,0,1,3,107.1
0,0,0,0,1,21.66
0,0,0,0,3,107.22
1,18.1,1,0,2,23
1,23.42,1,1,1,19.14
0,0,1,0,1,12.36
0,0,0,0,3,45.21
1,29.79,1,1,1,22.26
0,0,0,0,3,86.19
0,0,1,1,0,0
0,0,0,1,2,28.18
0,0,0,0,1,24.75
0,0,0,1,2,68.48
0,0,0,1,1,18.85
0,0,1,1,0,0
0,0,0,0,1,18.57
1,29.24,0,1,3,93.18
1,25.38,1,0,1,24.7
1,23.22,0,0,1,24.15
0,0,1,1,0,0
0,0,0,0,2,28
0,0,1,1,0,0
0,0,0,1,1,29.58
1,39.72,1,0,0,0
0,0,0,1,3,32.76
0,0,0,0,2,27.58
0,0,1,0,0,0
0,0,0,1,2,41.82
0,0,0,0,0,0
1,19.82,1,0,0,0
0,0,1,0,0,0
0,0,0,1,2,12.14
1,14.74,0,0,2,38.5
0,0,1,1,0,0
0,0,0,1,2,33.92
1,21.26,1,0,3,68.34
0,0,0,0,4,105.4
0,0,0,0,2,42.9
0,0,1,1,0,0
0,0,1,1,1,21.22
0,0,0,0,2,27.08
0,0,1,1,1,13.36
0,0,0,0,1,22.62
0,0,0,1,0,0
1,19.89,0,1,3,60.24
0,0,0,0,2,29.68
0,0,0,0,2,28.24
0,0,0,1,2,63.66
0,0,0,1,1,31.53
1,27.13,0,1,3,69.03
0,0,0,0,0,0
0,0,0,0,3,82.26
1,22.42,0,0,2,43.7
0,0,0,0,0,0
0,0,0,1,1,24.46
0,0,0,1,2,54.18
0,0,0,0,2,46.62
1,21.86,0,1,1,25.13
0,0,0,0,1,20.41
0,0,1,1,1,20.8
0,0,0,1,3,31.56
0,0,1,1,0,0
0,0,0,0,3,69.84
0,0,0,1,3,49.35
0,0,0,1,0,0
1,22.46,1,1,1,12.12
0,0,0,1,1,24.06
0,0,0,0,3,29.31
0,0,0,0,2,32.66
0,0,1,1,0,0
0,0,0,1,3,30.18
1,14.29,0,1,2,52.26
0,0,0,0,2,45.16
0,0,0,0,1,25.97
0,0,1,1,0,0
0,0,0,0,2,24.72
0,0,0,1,1,22.16
1,25.33,1,0,0,0
1,26.46,0,0,2,38.52
0,0,0,0,2,48.64
0,0,0,1,2,26.52
0,0,1,0,0,0
0,0,0,0,2,28.48
0,0,0,0,2,35.7
0,0,0,1,2,27.6
0,0,0,1,1,21.73
0,0,1,1,1,20.16
0,0,0,0,2,43.26
0,0,1,0,1,22.23
0,0,0,1,1,31.81
0,0,0,0,1,31.41
0,0,1,1,0,0
0,0,0,0,2,35.98
1,25.36,1,0,1,21.55
0,0,1,0,0,0
0,0,0,0,1,10.35
0,0,0,1,2,28.7
1,21.29,0,0,1,16.91
0,0,0,0,2,32.72
0,0,1,0,0,0
0,0,0,0,1,28.69
0,0,1,0,1,19.24
1,11.58,0,0,3,40.26
0,0,1,1,1,25.79
0,0,1,1,0,0
0,0,1,0,0,0
0,0,0,1,2,52.54
0,0,1,1,0,0
0,0,0,0,1,11.47
0,0,0,0,1,18.07
1,13,0,1,4,68.12
1,22.36,0,0,1,15.27
0,0,0,0,1,20.33
0,0,1,0,0,0
0,0,0,0,3,57.18
0,0,0,1,1,18.66
0,0,0,0,2,50.72
0,0,1,0,1,22.72
0,0,1,1,0,0
0,0,1,1,1,11.98
0,0,0,0,1,16.24
0,0,1,1,0,0
0,0,1,1,2,37.06
0,0,0,1,1,22.37
0,0,0,0,2,56.06
1,26.65,0,1,2,47.22
0,0,0,0,1,14.88
0,0,0,0,1,12.25
0,0,0,1,0,0
0,0,0,0,2,41.48
1,21.64,0,0,2,40.68
0,0,0,1,0,0
0,0,1,1,1,15.44
0,0,0,0,2,50.66
0,0,1,0,0,0
0,0,0,1,1,14.16
0,0,1,1,0,0
0,0,0,1,2,52.92
0,0,0,1,1,25.5
0,0,0,0,1,23.88
1,25.63,0,1,1,26.31
0,0,0,1,2,33.56
0,0,1,1,0,0
0,0,0,0,2,34.68
0,0,0,1,3,28.77
1,29.42,0,1,2,47.24
0,0,0,0,3,58.56
0,0,1,1,1,20.88
0,0,1,0,1,21.32
0,0,0,1,0,0
0,0,0,1,1,17.1
1,40.04,1,1,1,29.35
0,0,0,1,3,60.36
0,0,0,0,1,8.66
0,0,1,0,0,0
0,0,0,1,1,17.66
0,0,0,0,2,61.66
1,24.51,1,0,1,24.52
0,0,0,1,2,46.18
0,0,0,0,2,43.58
0,0,0,1,1,26.87
1,21.33,0,1,2,36.5
0,0,1,1,0,0
0,0,1,0,0,0
0,0,0,1,2,47.62
1,26.76,0,1,2,48.88
0,0,0,0,2,42.86
1,10.82,0,0,1,15.24
0,0,0,0,1,20.93
0,0,0,1,1,25.21
1,30.87,1,1,0,0
0,0,1,1,0,0
0,0,1,1,1,13.67
0,0,0,1,1,32.85
0,0,1,1,0,0
0,0,0,1,1,14.14
0,0,0,0,1,23.03
0,0,1,1,0,0
0,0,0,1,2,19.42
0,0,1,1,2,50.86
1,11.18,0,0,3,61.26
0,0,0,1,2,42.26
1,29.39,0,1,3,70.56
1,9.76,1,0,2,23.78
0,0,1,1,0,0
0,0,0,1,2,32.32
0,0,1,1,0,0
1,21.37,0,1,5,88.15
0,0,0,0,2,32.82
0,0,1,0,2,46.62
1,20.11,0,1,3,63.27
0,0,1,0,0,0
1,12.03,0,0,1,20.36
1,15.53,0,1,4,66.44
0,0,0,1,1,16.04
0,0,0,1,1,22.44
1,22.71,0,0,1,30.59
0,0,0,0,1,22.53
0,0,1,1,2,43.04
1,19.73,0,0,2,35.74
1,33.3,1,1,1,27.89
0,0,0,1,1,16.06
0,0,0,0,2,59.84
0,0,0,1,3,51.66
0,0,1,0,1,19.08
0,0,1,0,1,26.88
0,0,0,0,3,47.55
1,9.33,1,0,2,25.84
0,0,0,0,2,47.78
0,0,0,0,1,27.34
0,0,0,1,1,18.19
1,11.96,0,1,2,14.38
0,0,0,1,1,24.96
0,0,0,0,1,13.75
0,0,1,0,1,17.8
0,0,1,0,0,0
0,0,0,0,1,36.38
0,0,0,1,4,68.36
1,33.86,0,0,1,30.8
0,0,1,0,1,26.67
0,0,0,1,1,23.34
0,0,0,1,1,21.44
0,0,0,1,1,24.52
0,0,0,1,2,49.96
0,0,1,0,1,19.07
1,20.84,0,1,3,44.76
0,0,0,0,1,21.88
0,0,1,0,0,0
1,15.78,0,1,3,50.46
0,0,1,1,1,6.41
0,0,0,0,1,15.07
0,0,0,1,1,31.62
0,0,0,1,1,41.58
0,0,1,0,1,13.57
0,0,0,1,2,24.56
0,0,1,0,0,0
0,0,1,1,1,27.46
0,0,0,0,1,27.21
0,0,0,0,1,28.06
0,0,0,1,3,49.47
0,0,0,0,1,26.46
1,23.3,0,1,1,21.17
0,0,0,0,2,50.98
0,0,1,0,0,0
0,0,0,1,2,50.62
0,0,0,0,2,52.84
0,0,1,0,0,0
1,23.6,0,1,1,21.42
0,0,1,1,0,0
0,0,1,1,1,15.41
1,12.48,0,1,1,10.69
0,0,1,0,2,5.38
1,0.57,0,1,2,19.76
1,31.46,1,0,1,21.11
0,0,0,1,2,47
1,17.19,0,0,2,28.44
0,0,0,1,2,50.86
0,0,0,1,2,51.32
0,0,0,0,1,30.34
0,0,0,1,1,21.36
1,36.17,1,1,0,0
0,0,1,0,0,0
0,0,0,1,2,34
1,37.84,0,0,1,29.65
0,0,0,0,1,14.84
0,0,0,1,0,0
0,0,0,1,1,26.15
1,13.57,1,0,0,0
0,0,0,1,1,14.45
0,0,0,1,2,61.14
0,0,0,0,2,56.48
0,0,1,1,1,18.37
0,0,0,0,1,20.48
1,18.48,1,1,2,27.7
1,16.38,1,1,1,12.41
0,0,0,0,1,30
0,0,1,0,2,16.7
1,19.02,0,1,1,16.86
0,0,1,1,0,0
0,0,0,0,1,22.64
0,0,0,1,0,0
0,0,0,1,2,28.78
0,0,1,0,0,0
0,0,1,0,1,12.87
0,0,0,1,1,18.64
0,0,0,1,1,21.53
0,0,0,0,1,27.06
0,0,0,0,1,12.62
0,0,1,1,1,22.82
0,0,1,0,0,0
0,0,0,1,3,54.9
0,0,1,0,1,19.39
0,0,0,1,2,41.48
0,0,0,0,2,27.62
0,0,0,0,1,16.86
1,24.02,1,0,1,15.61
0,0,1,1,0,0
0,0,0,0,1,18.75
1,15.92,1,0,5,86.2
0,0,1,0,0,0
0,0,1,0,0,0
0,0,0,1,2,36.78
0,0,0,0,2,34.6
0,0,0,1,5,105.55
1,26.61,0,0,2,38.54
0,0,1,1,3,61.59
0,0,0,0,1,29.3
0,0,0,1,2,64.32
1,20.98,0,1,2,46.18
0,0,0,0,0,0
1,26.88,0,1,3,68.91
0,0,0,1,2,51.62
0,0,0,1,2,17.22
0,0,1,1,0,0
1,14.68,1,0,0,0
0,0,1,1,0,0
0,0,0,0,1,11.34
0,0,0,0,2,21.24
0,0,1,0,0,0
1,35.41,1,1,1,24.89
0,0,1,1,0,0
0,0,0,1,3,84.93
0,0,1,1,0,0
0,0,0,0,3,65.88
0,0,0,1,1,16.57
0,0,1,1,1,24.8
0,0,0,1,3,46.38
1,21.22,0,1,3,62.34
0,0,0,1,0,0
0,0,0,1,0,0
1,41.13,1,0,1,33.04
0,0,1,1,0,0
0,0,0,1,2,44
0,0,1,0,1,12.58
0,0,0,1,1,17.76
0,0,0,0,1,17.49
0,0,1,0,1,19.92
1,18.07,1,0,1,10.86
0,0,1,0,0,0
0,0,0,1,1,28.63
0,0,0,0,2,61.34
0,0,0,1,3,77.52
0,0,0,0,0,0
0,0,0,1,1,28.29
0,0,1,1,1,23.33
0,0,0,1,2,37.62
1,11.97,1,1,0,0
0,0,0,0,1,33.58
0,0,1,0,0,0
0,0,0,1,2,22.24
0,0,1,0,0,0
0,0,1,0,1,7.37
0,0,1,0,0,0
0,0,0,1,2,24.82
1,28.96,0,1,4,115.68
0,0,1,1,0,0
1,23.35,0,1,5,113.95
0,0,0,0,1,15.8
0,0,0,0,0,0
1,19.94,0,0,3,45.63
0,0,1,1,0,0
0,0,0,0,2,35.4
0,0,0,0,2,56.76
1,19.25,1,1,1,15.1
1,20.67,0,0,2,47.24
0,0,0,0,1,26.02
1,26.11,0,0,1,23.49
1,26.72,0,1,1,19.07
0,0,1,0,0,0
0,0,1,1,1,24.79
0,0,1,0,2,24.3
0,0,0,1,0,0
0,0,1,0,1,21.25
0,0,0,1,1,32.01
0,0,0,0,2,39.5
0,0,1,0,0,0
0,0,1,0,5,115.5
1,14.83,0,1,3,52.23
0,0,0,1,1,16.53
0,0,1,0,1,23.61
0,0,1,1,2,17.28
0,0,0,0,3,50.25
0,0,1,0,1,8.28
0,0,0,1,1,21.45
0,0,0,1,0,0
0,0,1,1,0,0
1,18.29,0,1,2,26.76
0,0,0,0,1,9.46
0,0,1,0,0,0
0,0,0,0,4,28.48
1,12.89,0,0,2,30.58
1,29.3,1,0,1,18.5
0,0,1,1,1,12.82
0,0,0,0,1,14.27
1,23.61,0,1,1,19.84
0,0,0,0,1,21.24
0,0,1,0,0,0
0,0,1,0,1,20.71
0,0,0,1,2,41.04
0,0,1,1,1,13.07
0,0,1,1,0,0
0,0,0,1,0,0
0,0,1,1,2,27.9
0,0,1,1,0,0
0,0,1,1,0,0
0,0,0,0,1,21.8
1,19.73,0,1,2,42.98
0,0,1,0,1,21.77
0,0,0,1,3,48.57
0,0,1,0,2,29.46
0,0,0,1,2,37.86
0,0,0,0,3,101.46
0,0,0,0,2,27.74
0,0,1,1,1,18.76
0,0,0,1,1,19.71
0,0,1,1,0,0
0,0,0,0,2,45.3
0,0,0,1,2,40.54
0,0,1,0,0,0
0,0,0,0,1,29.37
0,0,0,1,3,60.93
0,0,0,1,2,41.42
0,0,1,0,1,11.01
0,0,0,0,3,48.42
0,0,0,0,2,49.64
0,0,0,1,0,0
1,14.71,0,0,4,41.84
0,0,0,0,2,24.56
1,25.25,1,1,2,35.02
0,0,0,1,2,40.48
1,16.56,0,0,2,40.1
0,0,1,0,0,0
0,0,0,1,1,31.15
0,0,0,0,1,16.05
0,0,0,1,2,43.06
0,0,0,0,1,26.74
1,9.95,0,0,2,29.68
1,16.34,1,0,0,0
1,21.17,0,0,1,18.57
0,0,0,1,2,45.42
0,0,0,1,2,33.46
1,13.58,0,0,1,7.77
0,0,1,0,1,12.84
1,27.49,0,0,1,22.36
1,19.61,0,0,2,45.54
0,0,1,0,0,0
1,12.48,0,1,1,15.85
0,0,0,1,3,36.57
1,20.01,0,0,5,142.7
1,16.45,0,1,1,14.9
0,0,1,1,1,24.1
0,0,1,1,0,0
1,13.15,0,1,2,25.52
0,0,0,0,1,22.72
0,0,0,0,1,16.73
1,32.06,1,0,0,0
0,0,1,0,0,0
0,0,0,0,3,76.56
0,0,0,0,4,72.6
0,0,0,1,3,55.65
0,0,0,1,0,0
1,22.21,0,0,4,106.92
0,0,0,0,1,17.67
0,0,1,0,1,20.66
0,0,1,1,2,32.88
0,0,0,0,3,68.1
0,0,0,1,0,0
0,0,1,0,1,20.21
0,0,0,1,2,55.4
0,0,1,1,1,14.46
0,0,1,1,1,23.54
0,0,0,0,0,0
0,0,0,1,3,42.9
1,9.2,0,1,3,56.19
0,0,0,1,2,61.18
0,0,1,1,1,23.15
0,0,1,1,0,0
1,17.28,0,1,2,48.78
1,17.86,0,0,2,43.72
0,0,1,0,1,26.07
1,43.87,1,0,0,0
1,32.87,1,0,1,27.81
1,36.34,1,0,1,25.27
0,0,0,0,1,16.88
0,0,1,0,1,26.88
0,0,0,1,1,27.03
0,0,1,0,0,0
0,0,1,0,1,12.32
0,0,1,1,1,25.43
0,0,0,0,2,54.44
0,0,1,0,0,0
0,0,0,0,2,27.78
0,0,1,1,1,22.53
1,19.48,0,1,2,41.54
1,7.8,0,0,3,58.83
0,0,1,1,0,0
0,0,1,1,0,0
0,0,1,1,0,0
0,0,0,1,2,58.04
0,0,0,0,2,33.78
1,23.86,0,1,2,26.86
0,0,1,0,0,0
1,26.9,1,0,1,22.89
0,0,1,0,0,0
0,0,1,1,1,11.17
0,0,1,1,1,16.13
0,0,0,0,3,61.47
0,0,0,0,0,0
0,0,0,0,2,26.62
0,0,1,0,0,0
0,0,0,0,1,24.63
0,0,1,1,0,0
0,0,1,0,1,9.4
0,0,1,1,0,0
0,0,0,0,1,20.58
0,0,1,1,0,0
0,0,1,0,0,0
0,0,0,0,1,23.32
0,0,1,1,0,0
0,0,0,0,2,24.9
0,0,1,0,2,27.78
0,0,0,0,2,37.56
0,0,0,0,2,48.3
0,0,0,1,4,96
0,0,0,1,2,34.32
0,0,0,1,1,14.56
1,36.62,0,0,1,28.42
0,0,1,0,0,0
1,8.96,0,0,2,32.68
0,0,0,0,2,30.26
0,0,0,1,2,64.12
0,0,0,1,2,36.02
0,0,0,1,1,18.57
0,0,0,0,2,49.24
0,0,0,1,1,20.12
0,0,0,1,2,24.74
0,0,0,0,1,29.14
0,0,1,0,0,0
1,32.43,0,1,3,65.31
1,21.88,0,0,1,19.16
0,0,1,0,1,22.49
1,21.45,0,1,3,66.6
0,0,0,1,1,27.57
1,13.27,1,1,0,0
0,0,1,0,1,21.69
0,0,1,1,0,0
0,0,0,0,2,36.56
0,0,1,1,0,0
0,0,0,1,1,18.64
0,0,1,0,1,22.99
0,0,1,1,0,0
0,0,0,1,3,58.11
1,14.77,0,0,2,28.78
1,25.55,1,0,0,0
0,0,0,1,1,14.54
0,0,0,1,2,39.2
1,23.05,1,0,1,13.07
0,0,0,1,1,22.78
0,0,0,1,2,30.26
0,0,1,0,0,0
1,40.29,1,0,1,24.2
0,0,0,1,3,48.42
0,0,1,1,0,0
0,0,0,0,2,45.9
0,0,0,1,0,0
0,0,0,0,2,37.8
0,0,1,0,1,21.95
0,0,0,1,1,21.2
0,0,1,1,0,0
0,0,1,1,1,29.23
0,0,0,0,4,59.12
0,0,1,1,1,26.8
1,32.84,1,1,1,20.27
0,0,1,1,0,0
0,0,0,0,3,74.04
1,20.14,0,0,3,52.47
0,0,0,0,2,46.48
1,18.26,0,0,5,96.55
1,19.57,0,1,3,59.85
0,0,0,1,2,29.74
0,0,0,0,1,26.85
0,0,0,0,0,0
0,0,0,1,1,31.7
0,0,0,1,2,37.58
0,0,1,1,1,21.38
0,0,0,0,3,73.05
0,0,0,0,2,35.92
1,19.13,0,1,2,28.2
1,17.4,0,1,2,35.18
1,13.36,1,1,1,19.56
0,0,1,1,3,51.45
0,0,1,1,0,0
0,0,0,0,2,39.92
1,26.76,0,0,2,44.62
0,0,0,0,1,26.85
0,0,1,1,0,0
0,0,0,0,1,14.07
0,0,1,0,0,0
0,0,1,1,1,10.74
0,0,0,1,1,13.93
0,0,0,0,1,18.16
1,26.79,1,0,0,0
0,0,0,0,3,84.18
0,0,0,1,3,64.68
0,0,1,0,1,25.39
1,22.24,0,1,3,54.81
0,0,0,1,3,47.76
0,0,0,0,2,40.72
0,0,0,0,2,31.52
1,25.52,1,0,1,20.96
0,0,0,1,3,81.66
0,0,0,0,1,28.78
0,0,0,1,2,52.86
0,0,0,1,0,0
0,0,0,0,2,45.66
0,0,1,1,1,16.4
0,0,0,1,2,37.24
0,0,1,0,1,20.57
0,0,1,1,0,0
0,0,1,0,0,0
0,0,1,0,0,0
0,0,0,1,1,29.56
1,19.88,1,1,1,21.13
0,0,1,0,1,15.78
1,28.11,0,0,2,51.96
0,0,0,0,2,46.4
0,0,1,0,0,0
0,0,0,1,2,71.58
0,0,1,0,0,0
0,0,1,1,0,0
1,26.34,0,0,2,31.96
0,0,1,1,1,13.73
0,0,1,1,1,23.58
1,10.75,0,1,2,36.86
1,25.66,0,1,4,98.72
0,0,1,0,1,24.05
0,0,0,0,2,32.68
1,18.71,0,1,2,18.76
1,38.87,0,1,1,31.37
1,15.82,1,0,0,0
0,0,1,1,0,0
1,31.83,0,1,2,61.5
0,0,1,0,1,11.58
0,0,0,1,2,59.08
1,34.14,1,1,0,0
1,38.34,0,0,2,49.6
0,0,0,0,1,22.99
0,0,0,0,1,16.85
0,0,0,1,3,62.67
0,0,0,0,2,41.1
0,0,1,0,3,69.69
0,0,0,0,2,36.8
0,0,0,1,1,31.84
0,0,1,0,0,0
0,0,1,1,0,0
0,0,1,1,1,25.01
0,0,1,1,1,15.26
1,15.37,0,1,2,39.94
0,0,0,1,2,60.76
1,9.07,0,1,3,47.19
0,0,0,1,2,41.42
0,0,0,0,2,57.94
0,0,0,1,1,30.53
1,21.84,1,1,0,0
1,13.09,0,1,2,30.5
0,0,0,1,1,20.08
0,0,0,0,0,0
0,0,0,1,3,60.9
1,39.79,0,1,3,84.36
0,0,1,1,0,0
1,17.74,0,1,1,18.84
0,0,0,1,3,53.25
0,0,1,1,1,6.91
0,0,1,1,1,16.68
0,0,0,1,2,28.3
0,0,0,1,2,42.42
0,0,1,0,1,14.65
0,0,0,1,2,43.56
1,6.38,1,0,1,7.33
1,19.72,0,0,2,47.9
1,15.06,1,0,0,0
0,0,1,0,1,21.81
0,0,1,0,1,23.17
0,0,0,0,0,0
0,0,0,0,3,61.95
0,0,1,0,1,26.33
1,11.55,0,1,3,49.47
0,0,0,0,1,15.07
0,0,0,1,1,24.71
1,14.61,0,1,2,29.4
0,0,0,0,2,52.38
0,0,1,1,0,0
0,0,1,0,1,13.33
0,0,0,1,1,13.53
1,22.99,1,0,1,23.02
1,9.5,0,1,3,47.37
1,39.79,1,1,1,27.82
0,0,0,0,2,60.04
1,24.4,0,0,2,48.28
0,0,0,0,2,41.56
0,0,0,1,2,58.1
1,26.71,0,1,2,43.58
0,0,0,1,2,35.96
0,0,1,1,0,0
0,0,1,0,2,52.22
0,0,0,0,2,49.96
0,0,0,1,1,27.12
1,31.78,1,0,0,0
0,0,1,1,0,0
0,0,1,1,1,25.48
1,3.98,0,0,2,7.54
0,0,1,0,0,0
0,0,1,0,0,0
0,0,1,1,1,21.51
0,0,1,1,1,13.13
0,0,1,0,1,22.66
0,0,1,1,1,21.75
0,0,1,1,0,0
1,13.86,0,1,3,30.03
0,0,0,0,2,42.44
0,0,1,1,2,43.5
0,0,0,1,1,17.39
0,0,1,0,0,0
1,17.23,0,0,3,56.67
0,0,0,0,1,28.91
0,0,0,0,1,20.46
0,0,0,0,3,46.14
0,0,0,0,1,18.03
0,0,1,1,0,0
0,0,0,0,1,14.34
0,0,0,1,3,55.41
1,21.59,0,0,1,23.4
1,26.35,1,1,3,59.07
0,0,0,1,1,30.11
0,0,0,1,1,14.9
0,0,1,0,1,23.53
